gene	ID	chr	start	end	discription
C15orf32	ENSG00000183643	15	93014884	93044347	chromosome 15 open reading frame 32 
FAM174B	ENSG00000185442	15	93160673	93353114	family with sequence similarity 174, member B 
CHD2	ENSG00000173575	15	93425937	93571237	chromodomain helicase DNA binding protein 2 
RGMA	ENSG00000182175	15	93586636	93632433	RGM domain family, member A 
MCTP2	ENSG00000140563	15	94774767	95023632	multiple C2 domains, transmembrane 2 
NR2F2	ENSG00000185551	15	96869167	96883492	nuclear receptor subfamily 2, group F, member 2 
SPATA8	ENSG00000185594	15	97326619	97328845	spermatogenesis associated 8 
LINC00923	ENSG00000251209	15	98285448	98417780	long intergenic non-protein coding RNA 923 
ARRDC4	ENSG00000140450	15	98462784	98517068	arrestin domain containing 4 
FAM169B	ENSG00000185087	15	98980391	99057611	family with sequence similarity 169, member B 
IGF1R	ENSG00000140443	15	99192200	99507759	insulin-like growth factor 1 receptor 
PGPEP1L	ENSG00000183571	15	99511459	99551024	pyroglutamyl-peptidase I-like 
SYNM	ENSG00000182253	15	99638420	99675798	synemin, intermediate filament protein 
TTC23	ENSG00000103852	15	99676528	99791428	tetratricopeptide repeat domain 23 
LRRC28	ENSG00000168904	15	99791567	99930934	leucine rich repeat containing 28 
MEF2A	ENSG00000068305	15	100017370	100256671	myocyte enhancer factor 2A 
LYSMD4	ENSG00000183060	15	100255902	100273766	LysM, putative peptidoglycan-binding, domain containing 4 
ADAMTS17	ENSG00000140470	15	100511794	100882210	ADAM metallopeptidase with thrombospondin type 1 motif, 17 
CERS3	ENSG00000154227	15	100940600	101085200	ceramide synthase 3 
LINS	ENSG00000140471	15	101099574	101143435	lines homolog (Drosophila) 
ASB7	ENSG00000183475	15	101142739	101191910	ankyrin repeat and SOCS box containing 7 
ALDH1A3	ENSG00000184254	15	101402129	101456831	aldehyde dehydrogenase 1 family, member A3 
LRRK1	ENSG00000154237	15	101459420	101610317	leucine-rich repeat kinase 1 
CHSY1	ENSG00000131873	15	101715928	101792137	chondroitin sulfate synthase 1 
VIMP	ENSG00000131871	15	101811022	101817705	VCP-interacting membrane protein 
SNRPA1	ENSG00000131876	15	101821715	101835487	small nuclear ribonucleoprotein polypeptide A' 
PCSK6	ENSG00000140479	15	101840818	102065405	proprotein convertase subtilisin/kexin type 6 
TM2D3	ENSG00000184277	15	102161847	102192594	TM2 domain containing 3 
TARSL2	ENSG00000185418	15	102193801	102264807	threonyl-tRNA synthetase-like 2 
OR4F6	ENSG00000184140	15	102345902	102346876	olfactory receptor, family 4, subfamily F, member 6 
OR4F15	ENSG00000182854	15	102358366	102359350	olfactory receptor, family 4, subfamily F, member 15 
OR4F4	ENSG00000177693	15	102462245	102463298	olfactory receptor, family 4, subfamily F, member 4 
WASH4P	ENSG00000234769	16	64043	69452	WAS protein family homolog 4 pseudogene 
POLR3K	ENSG00000161980	16	96407	103628	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa 
SNRNP25	ENSG00000161981	16	103010	107669	small nuclear ribonucleoprotein 25kDa (U11/U12) 
RHBDF1	ENSG00000007384	16	108058	126354	rhomboid 5 homolog 1 (Drosophila) 
MPG	ENSG00000103152	16	127006	135852	N-methylpurine-DNA glycosylase 
NPRL3	ENSG00000103148	16	134273	188859	nitrogen permease regulator-like 3 (S. cerevisiae) 
HBZ	ENSG00000130656	16	202686	204502	hemoglobin, zeta 
HBM	ENSG00000206177	16	203891	216767	hemoglobin, mu 
HBA2	ENSG00000188536	16	222846	223709	hemoglobin, alpha 2 
HBA1	ENSG00000206172	16	226679	227521	hemoglobin, alpha 1 
HBQ1	ENSG00000086506	16	230452	231180	hemoglobin, theta 1 
LUC7L	ENSG00000007392	16	238968	279462	LUC7-like (S. cerevisiae) 
ITFG3	ENSG00000167930	16	284545	319942	integrin alpha FG-GAP repeat containing 3 
RGS11	ENSG00000076344	16	318300	325980	regulator of G-protein signaling 11 
ARHGDIG	ENSG00000242173	16	318726	333003	Rho GDP dissociation inhibitor (GDI) gamma 
PDIA2	ENSG00000185615	16	333152	337215	protein disulfide isomerase family A, member 2 
AXIN1	ENSG00000103126	16	337440	402673	axin 1 
MRPL28	ENSG00000086504	16	417384	420527	mitochondrial ribosomal protein L28 
TMEM8A	ENSG00000129925	16	420773	437113	transmembrane protein 8A 
NME4	ENSG00000103202	16	446725	460367	NME/NM23 nucleoside diphosphate kinase 4 
DECR2	ENSG00000242612	16	451826	462487	2,4-dienoyl CoA reductase 2, peroxisomal 
RAB11FIP3	ENSG00000090565	16	475619	573011	RAB11 family interacting protein 3 (class II) 
CAPN15	ENSG00000103326	16	577717	604636	calpain 15 
C16orf11	ENSG00000161992	16	610422	615528	chromosome 16 open reading frame 11 
PIGQ	ENSG00000007541	16	616995	634136	phosphatidylinositol glycan anchor biosynthesis, class Q 
NHLRC4	ENSG00000257108	16	616996	619495	NHL repeat containing 4 
RAB40C	ENSG00000197562	16	639357	679272	RAB40C, member RAS oncogene family 
WFIKKN1	ENSG00000127578	16	679239	684116	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 
C16orf13	ENSG00000130731	16	684429	686358	chromosome 16 open reading frame 13 
FAM195A	ENSG00000172366	16	691813	698474	family with sequence similarity 195, member A 
WDR90	ENSG00000161996	16	699311	717833	WD repeat domain 90 
RHOT2	ENSG00000140983	16	718086	724174	ras homolog family member T2 
RHBDL1	ENSG00000103269	16	725666	728268	rhomboid, veinlet-like 1 (Drosophila) 
STUB1	ENSG00000103266	16	730224	732799	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase 
JMJD8	ENSG00000161999	16	731671	734529	jumonji domain containing 8 
WDR24	ENSG00000127580	16	734622	740444	WD repeat domain 24 
FBXL16	ENSG00000127585	16	742500	755829	F-box and leucine-rich repeat protein 16 
METRN	ENSG00000103260	16	765115	769655	meteorin, glial cell differentiation regulator 
FAM173A	ENSG00000103254	16	770581	772601	family with sequence similarity 173, member A 
CCDC78	ENSG00000162004	16	772582	776954	coiled-coil domain containing 78 
HAGHL	ENSG00000103253	16	776936	785525	hydroxyacylglutathione hydrolase-like 
NARFL	ENSG00000103245	16	779753	791329	nuclear prelamin A recognition factor-like 
MSLN	ENSG00000102854	16	810762	818865	mesothelin 
MSLNL	ENSG00000162006	16	819428	833370	mesothelin-like 
RPUSD1	ENSG00000007376	16	834974	838397	RNA pseudouridylate synthase domain containing 1 
CHTF18	ENSG00000127586	16	838046	850737	CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae) 
GNG13	ENSG00000127588	16	848041	850733	guanine nucleotide binding protein (G protein), gamma 13 
PRR25	ENSG00000167945	16	855443	863861	proline rich 25 
LMF1	ENSG00000103227	16	903634	1031318	lipase maturation factor 1 
SOX8	ENSG00000005513	16	1031808	1036979	SRY (sex determining region Y)-box 8 
SSTR5	ENSG00000162009	16	1122756	1131454	somatostatin receptor 5 
C1QTNF8	ENSG00000184471	16	1140005	1146244	C1q and tumor necrosis factor related protein 8 
CACNA1H	ENSG00000196557	16	1203241	1271771	calcium channel, voltage-dependent, T type, alpha 1H subunit 
TPSG1	ENSG00000116176	16	1271651	1275257	tryptase gamma 1 
TPSAB1	ENSG00000172236	16	1290697	1292555	tryptase alpha/beta 1 
TPSD1	ENSG00000095917	16	1306060	1308532	tryptase delta 1 
UBE2I	ENSG00000103275	16	1355548	1377019	ubiquitin-conjugating enzyme E2I 
BAIAP3	ENSG00000007516	16	1383602	1399439	BAI1-associated protein 3 
TSR3	ENSG00000007520	16	1399241	1401912	TSR3, 20S rRNA accumulation, homolog (S. cerevisiae) 
GNPTG	ENSG00000090581	16	1401924	1413352	N-acetylglucosamine-1-phosphate transferase, gamma subunit 
UNKL	ENSG00000059145	16	1413206	1464752	unkempt homolog (Drosophila)-like 
C16orf91	ENSG00000174109	16	1469745	1479345	chromosome 16 open reading frame 91 
CCDC154	ENSG00000197599	16	1484384	1494557	coiled-coil domain containing 154 
CLCN7	ENSG00000103249	16	1494935	1525581	chloride channel, voltage-sensitive 7 
PTX4	ENSG00000251692	16	1535887	1538982	pentraxin 4, long 
TELO2	ENSG00000100726	16	1543345	1560458	TEL2, telomere maintenance 2, homolog (S. cerevisiae) 
IFT140	ENSG00000187535	16	1560428	1662111	intraflagellar transport 140 homolog (Chlamydomonas) 
TMEM204	ENSG00000131634	16	1578689	1605581	transmembrane protein 204 
CRAMP1L	ENSG00000007545	16	1662326	1727909	Crm, cramped-like (Drosophila) 
HN1L	ENSG00000206053	16	1728257	1752281	hematological and neurological expressed 1-like 
MAPK8IP3	ENSG00000138834	16	1756184	1820318	mitogen-activated protein kinase 8 interacting protein 3 
NME3	ENSG00000103024	16	1820287	1821731	NME/NM23 nucleoside diphosphate kinase 3 
MRPS34	ENSG00000074071	16	1821891	1823156	mitochondrial ribosomal protein S34 
EME2	ENSG00000197774	16	1823208	1831709	essential meiotic structure-specific endonuclease subunit 2 
SPSB3	ENSG00000162032	16	1826713	1843701	splA/ryanodine receptor domain and SOCS box containing 3 
NUBP2	ENSG00000095906	16	1832902	1839192	nucleotide binding protein 2 
IGFALS	ENSG00000099769	16	1840414	1844972	insulin-like growth factor binding protein, acid labile subunit 
HAGH	ENSG00000063854	16	1845621	1877195	hydroxyacylglutathione hydrolase 
FAHD1	ENSG00000180185	16	1876968	1890208	fumarylacetoacetate hydrolase domain containing 1 
MEIOB	ENSG00000162039	16	1883984	1934295	meiosis specific with OB domains 
HS3ST6	ENSG00000162040	16	1961464	1968441	heparan sulfate (glucosamine) 3-O-sulfotransferase 6 
MSRB1	ENSG00000198736	16	1988211	1993327	methionine sulfoxide reductase B1 
RPL3L	ENSG00000140986	16	1993975	2007607	ribosomal protein L3-like 
NDUFB10	ENSG00000140990	16	2009509	2011976	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa 
RPS2	ENSG00000140988	16	2012053	2014861	ribosomal protein S2 
RNF151	ENSG00000179580	16	2016824	2018976	ring finger protein 151 
TBL3	ENSG00000183751	16	2022038	2032934	transducin (beta)-like 3 
NOXO1	ENSG00000196408	16	2028918	2034193	NADPH oxidase organizer 1 
GFER	ENSG00000127554	16	2034208	2037750	growth factor, augmenter of liver regeneration 
SYNGR3	ENSG00000127561	16	2039661	2044276	synaptogyrin 3 
ZNF598	ENSG00000167962	16	2047655	2059824	zinc finger protein 598 
NPW	ENSG00000183971	16	2059927	2070756	neuropeptide W 
SLC9A3R2	ENSG00000065054	16	2075357	2089027	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2 
NTHL1	ENSG00000065057	16	2089816	2097867	nth endonuclease III-like 1 (E. coli) 
TSC2	ENSG00000103197	16	2097466	2138716	tuberous sclerosis 2 
PKD1	ENSG00000008710	16	2138711	2185899	polycystic kidney disease 1 (autosomal dominant) 
RAB26	ENSG00000167964	16	2190804	2204166	RAB26, member RAS oncogene family 
TRAF7	ENSG00000131653	16	2205699	2228130	TNF receptor-associated factor 7, E3 ubiquitin protein ligase 
CASKIN1	ENSG00000167971	16	2227184	2246526	CASK interacting protein 1 
MLST8	ENSG00000167965	16	2254249	2259417	MTOR associated protein, LST8 homolog (S. cerevisiae) 
BRICD5	ENSG00000182685	16	2259254	2261951	BRICHOS domain containing 5 
PGP	ENSG00000184207	16	2261998	2264808	phosphoglycolate phosphatase 
E4F1	ENSG00000167967	16	2273567	2285743	E4F transcription factor 1 
DNASE1L2	ENSG00000167968	16	2285817	2288712	deoxyribonuclease I-like 2 
ECI1	ENSG00000167969	16	2289396	2302301	enoyl-CoA delta isomerase 1 
RNPS1	ENSG00000205937	16	2303117	2318413	RNA binding protein S1, serine-rich domain 
ABCA3	ENSG00000167972	16	2325882	2390747	ATP-binding cassette, sub-family A (ABC1), member 3 
CCNF	ENSG00000162063	16	2479395	2508855	cyclin F 
C16orf59	ENSG00000162062	16	2510081	2514964	chromosome 16 open reading frame 59 
NTN3	ENSG00000162068	16	2521500	2524146	netrin 3 
TBC1D24	ENSG00000162065	16	2525147	2555735	TBC1 domain family, member 24 
ATP6V0C	ENSG00000185883	16	2563871	2570219	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c 
AMDHD2	ENSG00000162066	16	2570358	2581423	amidohydrolase domain containing 2 
CEMP1	ENSG00000205923	16	2577081	2581420	cementum protein 1 
PDPK1	ENSG00000140992	16	2587965	2653189	3-phosphoinositide dependent protein kinase-1 
KCTD5	ENSG00000167977	16	2732476	2759031	potassium channel tetramerization domain containing 5 
PRSS27	ENSG00000172382	16	2762419	2770552	protease, serine 27 
SRRM2	ENSG00000167978	16	2802330	2822539	serine/arginine repetitive matrix 2 
TCEB2	ENSG00000103363	16	2821415	2827298	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) 
PRSS33	ENSG00000103355	16	2833954	2837949	protease, serine, 33 
PRSS21	ENSG00000007038	16	2867164	2876305	protease, serine, 21 (testisin) 
ZG16B	ENSG00000162078	16	2880170	2888967	zymogen granule protein 16B 
PRSS22	ENSG00000005001	16	2902728	2908171	protease, serine, 22 
FLYWCH2	ENSG00000162076	16	2933187	2949383	FLYWCH family member 2 
FLYWCH1	ENSG00000059122	16	2961938	3001209	FLYWCH-type zinc finger 1 
KREMEN2	ENSG00000131650	16	3013945	3018384	kringle containing transmembrane protein 2 
PKMYT1	ENSG00000127564	16	3018025	3030540	protein kinase, membrane associated tyrosine/threonine 1 
PAQR4	ENSG00000162073	16	3019246	3023490	progestin and adipoQ receptor family member IV 
CLDN9	ENSG00000213937	16	3062457	3064506	claudin 9 
CLDN6	ENSG00000184697	16	3064713	3070072	claudin 6 
TNFRSF12A	ENSG00000006327	16	3068446	3072384	tumor necrosis factor receptor superfamily, member 12A 
HCFC1R1	ENSG00000103145	16	3072621	3074287	host cell factor C1 regulator 1 (XPO1 dependent) 
THOC6	ENSG00000131652	16	3074028	3077756	THO complex 6 homolog (Drosophila) 
CCDC64B	ENSG00000162069	16	3077683	3086927	coiled-coil domain containing 64B 
MMP25	ENSG00000008516	16	3096682	3110727	matrix metallopeptidase 25 
IL32	ENSG00000008517	16	3115298	3131908	interleukin 32 
ZSCAN10	ENSG00000130182	16	3138891	3149318	zinc finger and SCAN domain containing 10 
ZNF205	ENSG00000122386	16	3162561	3170518	zinc finger protein 205 
ZNF213	ENSG00000085644	16	3179778	3192806	zinc finger protein 213 
CASP16	ENSG00000228146	16	3194220	3199964	caspase 16, apoptosis-related cysteine peptidase (putative) 
OR1F1	ENSG00000168124	16	3254247	3255188	olfactory receptor, family 1, subfamily F, member 1 
ZNF200	ENSG00000010539	16	3272325	3286221	zinc finger protein 200 
MEFV	ENSG00000103313	16	3292028	3306627	Mediterranean fever 
ZNF263	ENSG00000006194	16	3313743	3351401	zinc finger protein 263 
TIGD7	ENSG00000140993	16	3348832	3355729	tigger transposable element derived 7 
ZNF75A	ENSG00000162086	16	3355406	3368852	zinc finger protein 75a 
OR2C1	ENSG00000168158	16	3405889	3406924	olfactory receptor, family 2, subfamily C, member 1 
MTRNR2L4	ENSG00000232196	16	3421053	3422283	MT-RNR2-like 4 
ZSCAN32	ENSG00000140987	16	3432085	3451065	zinc finger and SCAN domain containing 32 
ZNF174	ENSG00000103343	16	3451235	3459370	zinc finger protein 174 
ZNF597	ENSG00000167981	16	3486104	3493542	zinc finger protein 597 
NAA60	ENSG00000122390	16	3493611	3536963	N(alpha)-acetyltransferase 60, NatF catalytic subunit 
C16orf90	ENSG00000215131	16	3543484	3545480	chromosome 16 open reading frame 90 
CLUAP1	ENSG00000103351	16	3550924	3589048	clusterin associated protein 1 
SLX4	ENSG00000188827	16	3631182	3661599	SLX4 structure-specific endonuclease subunit 
DNASE1	ENSG00000213918	16	3661729	3730144	deoxyribonuclease I 
TRAP1	ENSG00000126602	16	3701640	3767598	TNF receptor-associated protein 1 
CREBBP	ENSG00000005339	16	3775055	3930727	CREB binding protein 
ADCY9	ENSG00000162104	16	4003388	4166186	adenylate cyclase 9 
SRL	ENSG00000185739	16	4239375	4292081	sarcalumenin 
TFAP4	ENSG00000090447	16	4307187	4323076	transcription factor AP-4 (activating enhancer binding protein 4) 
GLIS2	ENSG00000126603	16	4364762	4389598	GLIS family zinc finger 2 
PAM16	ENSG00000217930	16	4381550	4405608	presequence translocase-associated motor 16 homolog (S. cerevisiae) 
CORO7-PAM16	ENSG00000103426	16	4390252	4470495	CORO7-PAM16 readthrough 
CORO7	ENSG00000262246	16	4404543	4475706	coronin 7 
VASN	ENSG00000168140	16	4421849	4433529	vasorin 
DNAJA3	ENSG00000103423	16	4475806	4506776	DnaJ (Hsp40) homolog, subfamily A, member 3 
NMRAL1	ENSG00000153406	16	4511681	4545764	NmrA-like family domain containing 1 
HMOX2	ENSG00000103415	16	4524691	4560348	heme oxygenase (decycling) 2 
CDIP1	ENSG00000089486	16	4560676	4588829	cell death-inducing p53 target 1 
C16orf96	ENSG00000205832	16	4606491	4650715	chromosome 16 open reading frame 96 
UBALD1	ENSG00000153443	16	4658884	4665028	UBA-like domain containing 1 
MGRN1	ENSG00000102858	16	4666494	4740975	mahogunin ring finger 1, E3 ubiquitin protein ligase 
NUDT16L1	ENSG00000168101	16	4743695	4745860	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1 
ANKS3	ENSG00000168096	16	4746513	4784379	ankyrin repeat and sterile alpha motif domain containing 3 
C16orf71	ENSG00000166246	16	4784273	4799397	chromosome 16 open reading frame 71 
ZNF500	ENSG00000103199	16	4798240	4817625	zinc finger protein 500 
SEPT12	ENSG00000140623	16	4827670	4838522	septin 12 
SMIM22	ENSG00000267795	16	4838398	4846492	small integral membrane protein 22 
ROGDI	ENSG00000067836	16	4846969	4852951	rogdi homolog (Drosophila) 
GLYR1	ENSG00000140632	16	4853204	4897343	glyoxylate reductase 1 homolog (Arabidopsis) 
UBN1	ENSG00000118900	16	4896666	4932361	ubinuclein 1 
PPL	ENSG00000118898	16	4932508	5010742	periplakin 
SEC14L5	ENSG00000103184	16	5008318	5069159	SEC14-like 5 (S. cerevisiae) 
NAGPA	ENSG00000103174	16	5074845	5084142	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase 
ALG1	ENSG00000033011	16	5083703	5137380	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase 
C16orf89	ENSG00000153446	16	5094123	5116111	chromosome 16 open reading frame 89 
FAM86A	ENSG00000118894	16	5134305	5147809	family with sequence similarity 86, member A 
RBFOX1	ENSG00000078328	16	6069095	7763340	RNA binding protein, fox-1 homolog (C. elegans) 1 
TMEM114	ENSG00000232258	16	8619502	8622304	transmembrane protein 114 
METTL22	ENSG00000067365	16	8715540	8740081	methyltransferase like 22 
ABAT	ENSG00000183044	16	8768422	8878432	4-aminobutyrate aminotransferase 
TMEM186	ENSG00000184857	16	8874241	8891505	transmembrane protein 186 
PMM2	ENSG00000140650	16	8882680	8943188	phosphomannomutase 2 
CARHSP1	ENSG00000153048	16	8946799	8962866	calcium regulated heat stable protein 1, 24kDa 
USP7	ENSG00000187555	16	8985951	9058371	ubiquitin specific peptidase 7 (herpes virus-associated) 
C16orf72	ENSG00000182831	16	9185505	9215497	chromosome 16 open reading frame 72 
GRIN2A	ENSG00000183454	16	9852376	10276611	glutamate receptor, ionotropic, N-methyl D-aspartate 2A 
ATF7IP2	ENSG00000166669	16	10420291	10577495	activating transcription factor 7 interacting protein 2 
EMP2	ENSG00000213853	16	10622279	10674555	epithelial membrane protein 2 
TEKT5	ENSG00000153060	16	10721358	10788802	tektin 5 
NUBP1	ENSG00000103274	16	10837643	10863208	nucleotide binding protein 1 
TVP23A	ENSG00000166676	16	10854776	10912651	trans-golgi network vesicle protein 23 homolog A (S. cerevisiae) 
